ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
11,11,Petty Harbour-Maddox Cove,Newfoundland and Labrador,960,Petty Harbour-Maddox Cove,960,0.4947916666666667,0.5052083333333334,0.9739583333333334,0,0,0.010416666666666666,0.015625,0,0.04081632653061224,0.05102040816326531,0.0663265306122449,0.061224489795918366,0.05612244897959184,0.05102040816326531,0.04591836734693878,0.0663265306122449,0.08673469387755102,0.09183673469387756,0.09183673469387756,0.0663265306122449,0.05612244897959184,0.0663265306122449,0.04081632653061224,0.030612244897959183,0.02040816326530612,0.01020408163265306,0.12179487179487179,0.17307692307692307,0.1346153846153846,0.1346153846153846,0.1282051282051282,0.15384615384615385,0.0641025641025641,0.038461538461538464,0.03205128205128205,0.019230769230769232,0.25,0.6375,0.03125,0.08125
12,12,Bay Bulls,Newfoundland and Labrador,1500,Bay Bulls,1500,0.4866666666666667,0.5133333333333333,0.9566666666666667,0,0,0.02666666666666667,0.016666666666666666,0,0.06688963210702341,0.06688963210702341,0.056856187290969896,0.05351170568561873,0.043478260869565216,0.05016722408026756,0.07357859531772576,0.10367892976588629,0.06688963210702341,0.07023411371237458,0.06688963210702341,0.07023411371237458,0.056856187290969896,0.0802675585284281,0.03678929765886288,0.020066889632107024,0.010033444816053512,0.006688963210702341,0.11158798283261803,0.15879828326180256,0.11587982832618025,0.10300429184549356,0.09871244635193133,0.15450643776824036,0.0944206008583691,0.03862660944206009,0.07725321888412018,0.04721030042918455,0.19313304721030042,0.6008583690987125,0.02145922746781116,0.18454935622317598
13,13,Witless Bay,Newfoundland and Labrador,1615,Witless Bay,1615,0.49691358024691357,0.5030864197530864,0.9713375796178344,0,0,0,0.028662420382165606,0,0.07975460122699386,0.06748466257668712,0.049079754601226995,0.046012269938650305,0.04294478527607362,0.08588957055214724,0.07975460122699386,0.0705521472392638,0.06748466257668712,0.06134969325153374,0.0736196319018405,0.0705521472392638,0.06441717791411043,0.05214723926380368,0.027607361963190184,0.018404907975460124,0.02147239263803681,0.02147239263803681,0.102880658436214,0.13168724279835392,0.12345679012345678,0.12757201646090535,0.102880658436214,0.1440329218106996,0.10699588477366255,0.02880658436213992,0.0823045267489712,0.04938271604938271,0.17829457364341086,0.6782945736434108,0.031007751937984496,0.1124031007751938
14,14,Upper Island Cove,Newfoundland and Labrador,1565,Upper Island Cove,1565,0.4775641025641026,0.5224358974358975,0.9903846153846154,0,0,0,0.009615384615384616,0,0.03821656050955414,0.044585987261146494,0.05732484076433121,0.04777070063694268,0.041401273885350316,0.04777070063694268,0.041401273885350316,0.050955414012738856,0.05732484076433121,0.07643312101910828,0.08917197452229299,0.08917197452229299,0.10509554140127389,0.08598726114649681,0.04777070063694268,0.041401273885350316,0.022292993630573247,0.01592356687898089,0.15,0.21923076923076923,0.16923076923076924,0.13076923076923078,0.08846153846153847,0.08846153846153847,0.06153846153846154,0.023076923076923078,0.05384615384615385,0.015384615384615385,0.22761194029850745,0.6716417910447762,0,0.10074626865671642
15,15,Bishop's Cove,Newfoundland and Labrador,285,Bishop's Cove,285,0.5344827586206896,0.46551724137931033,0.9436619718309859,0,0,0,0.056338028169014086,0,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.05,0.05,0.016666666666666666,0.03333333333333333,0.05,0.05,0.06666666666666667,0.1,0.08333333333333333,0.1,0.08333333333333333,0.08333333333333333,0.1,0.03333333333333333,0.016666666666666666,0.14285714285714285,0.2857142857142857,0.20408163265306123,0.14285714285714285,0.04081632653061224,0.08163265306122448,0.04081632653061224,0.02040816326530612,0.04081632653061224,0,0.38095238095238093,0.5714285714285714,0,0.047619047619047616
16,16,Spaniard's Bay,Newfoundland and Labrador,2650,Spaniard's Bay,2650,0.4896421845574388,0.5103578154425612,0.9488636363636364,0,0,0.00946969696969697,0.041666666666666664,0,0.046992481203007516,0.05451127819548872,0.046992481203007516,0.06578947368421052,0.05075187969924812,0.05263157894736842,0.05263157894736842,0.06015037593984962,0.06203007518796992,0.07894736842105263,0.07330827067669173,0.08646616541353383,0.07706766917293233,0.08458646616541353,0.05075187969924812,0.02631578947368421,0.016917293233082706,0.013157894736842105,0.17471264367816092,0.22298850574712645,0.167816091954023,0.10804597701149425,0.08505747126436781,0.10344827586206896,0.05057471264367816,0.01839080459770115,0.05747126436781609,0.011494252873563218,0.21318681318681318,0.6945054945054945,0.02857142857142857,0.06373626373626373
17,17,Bay Roberts,Newfoundland and Labrador,6015,Bay Roberts,6015,0.4796342477140482,0.5203657522859518,0.9605704697986577,0.0016778523489932886,0.0016778523489932886,0.010067114093959731,0.026006711409395974,0,0.04995836802664446,0.06078268109908409,0.0649458784346378,0.05578684429641965,0.04579517069109076,0.03913405495420483,0.054954204829308906,0.06577851790174855,0.07243963363863447,0.07577019150707744,0.07993338884263114,0.07160699417152373,0.0749375520399667,0.07243963363863447,0.0507910074937552,0.0324729392173189,0.020815986677768527,0.011656952539550375,0.13467656415694593,0.19406150583244963,0.1569459172852598,0.11558854718981973,0.08695652173913043,0.11770943796394485,0.07741251325556733,0.031813361611876985,0.05514316012725345,0.029692470837751856,0.22880490296220635,0.6261491317671093,0.017364657814096015,0.12768130745658834
18,18,North River,Newfoundland and Labrador,570,North River,570,0.49122807017543857,0.5087719298245614,0.9029126213592233,0,0,0.038834951456310676,0.05825242718446602,0,0.026785714285714284,0.044642857142857144,0.05357142857142857,0.05357142857142857,0.03571428571428571,0.044642857142857144,0.044642857142857144,0.044642857142857144,0.09821428571428571,0.05357142857142857,0.08928571428571429,0.10714285714285714,0.11607142857142858,0.09821428571428571,0.044642857142857144,0.026785714285714284,0.008928571428571428,0.008928571428571428,0.125,0.17708333333333334,0.15625,0.10416666666666667,0.08333333333333333,0.15625,0.08333333333333333,0.03125,0.052083333333333336,0.03125,0.17582417582417584,0.6593406593406593,0.02197802197802198,0.14285714285714285
19,19,Grand Falls-Windsor,Newfoundland and Labrador,14170,Grand Falls-Windsor,14170,0.4747795414462081,0.5252204585537918,0.8954578226387888,7.209805335255948e-4,7.209805335255948e-4,0.012977649603460706,0.08723864455659697,0.002883922134102379,0.04162257495590829,0.050793650793650794,0.05326278659611993,0.054673721340388004,0.0490299823633157,0.0472663139329806,0.052204585537918874,0.05925925925925926,0.06349206349206349,0.07231040564373897,0.0779541446208113,0.08606701940035273,0.07901234567901234,0.06948853615520283,0.055379188712522044,0.03950617283950617,0.027160493827160494,0.021516754850088183,0.12874779541446207,0.19047619047619047,0.16843033509700175,0.13271604938271606,0.1027336860670194,0.11507936507936507,0.07142857142857142,0.026455026455026454,0.04497354497354497,0.01895943562610229,0.20829805249788316,0.6367485182049111,0.020745131244707875,0.13420829805249787
20,20,"Division No. 6, Subd. E",Newfoundland and Labrador,190,"Division No. 6, Subd. E",190,0.47368421052631576,0.5263157894736842,0.6136363636363636,0,0,0,0.38636363636363635,0,0.05,0.025,0.025,0.05,0.05,0.025,0.05,0.025,0.075,0.075,0.075,0.125,0.075,0.125,0.1,0.025,0,0.025,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0
21,21,Gander,Newfoundland and Labrador,11690,Gander,11690,0.4816082121471343,0.5183917878528657,0.9027950058031916,0.0017520805957074025,0.002628120893561104,0.011826544021024968,0.08099824868651488,0,0.04831124412141941,0.05771697306541257,0.061137238135955535,0.05857203933304831,0.04959384352287302,0.05686190679777683,0.061992304403591277,0.060282171868319794,0.0748182984181274,0.08336896109448483,0.07823856348867037,0.07182556648140231,0.05857203933304831,0.05771697306541257,0.03976058144506199,0.03206498503634032,0.02522445489525438,0.02394185549380077,0.12045577862181227,0.14921323928377644,0.1562669560499186,0.12262615301139447,0.10417797069994574,0.13836136733586543,0.08681497558328811,0.033098209441128595,0.05263157894736842,0.0363537710255019,0.17097625329815302,0.6543535620052771,0.023218997361477572,0.15145118733509236
22,22,Appleton,Newfoundland and Labrador,575,Appleton,575,0.4956521739130435,0.5043478260869565,0.8785046728971962,0,0,0,0.12149532710280374,0,0.04424778761061947,0.04424778761061947,0.061946902654867256,0.05309734513274336,0.035398230088495575,0.035398230088495575,0.04424778761061947,0.061946902654867256,0.07079646017699115,0.08849557522123894,0.07964601769911504,0.11504424778761062,0.08849557522123894,0.08849557522123894,0.04424778761061947,0.035398230088495575,0,0.008849557522123894,0.1276595744680851,0.1702127659574468,0.14893617021276595,0.10638297872340426,0.10638297872340426,0.14893617021276595,0.09574468085106383,0.02127659574468085,0.05319148936170213,0.02127659574468085,0.2127659574468085,0.723404255319149,0.031914893617021274,0.031914893617021274
23,23,Glenwood,Newfoundland and Labrador,775,Glenwood,775,0.48717948717948717,0.5128205128205128,0.7278481012658228,0,0,0,0.2721518987341772,0,0.057692307692307696,0.05128205128205128,0.057692307692307696,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.04487179487179487,0.0641025641025641,0.0641025641025641,0.08333333333333333,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.04487179487179487,0.03205128205128205,0.02564102564102564,0.00641025641025641,0.14285714285714285,0.19047619047619047,0.1984126984126984,0.15873015873015872,0.1111111111111111,0.09523809523809523,0.03968253968253968,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.24242424242424243,0.6818181818181818,0.015151515151515152,0.06060606060606061
24,24,"Division No. 5, Subd. F",Newfoundland and Labrador,820,"Division No. 5, Subd. F",820,0.5,0.5,0.7636363636363637,0,0,0.012121212121212121,0.22424242424242424,0,0.03614457831325301,0.04819277108433735,0.07228915662650602,0.060240963855421686,0.04216867469879518,0.018072289156626505,0.04216867469879518,0.0783132530120482,0.0783132530120482,0.09036144578313253,0.1144578313253012,0.0963855421686747,0.05421686746987952,0.06626506024096386,0.05421686746987952,0.018072289156626505,0.018072289156626505,0.012048192771084338,0.11278195488721804,0.10526315789473684,0.12030075187969924,0.12781954887218044,0.10526315789473684,0.15037593984962405,0.09022556390977443,0.045112781954887216,0.06766917293233082,0.07518796992481203,0.13194444444444445,0.5555555555555556,0.034722222222222224,0.2777777777777778
25,25,Steady Brook,Newfoundland and Labrador,445,Steady Brook,445,0.5,0.5,0.7040816326530611,0,0,0.04081632653061224,0.21428571428571427,0.04081632653061224,0.022727272727272728,0.045454545454545456,0.06818181818181818,0.056818181818181816,0.06818181818181818,0.056818181818181816,0.045454545454545456,0.056818181818181816,0.045454545454545456,0.07954545454545454,0.09090909090909091,0.06818181818181818,0.07954545454545454,0.09090909090909091,0.056818181818181816,0.03409090909090909,0.022727272727272728,0.011363636363636364,0.1232876712328767,0.1095890410958904,0.1232876712328767,0.1095890410958904,0.0821917808219178,0.1643835616438356,0.0958904109589041,0.0547945205479452,0.0547945205479452,0.0821917808219178,0.06976744186046512,0.5116279069767442,0.06976744186046512,0.3488372093023256
26,26,Pasadena,Newfoundland and Labrador,3620,Pasadena,3620,0.4903314917127072,0.5096685082872928,0.792817679558011,0,0,0,0.20441988950276244,0.0027624309392265192,0.052269601100412656,0.04264099037138927,0.05364511691884457,0.05364511691884457,0.037138927097661624,0.04676753782668501,0.04676753782668501,0.06602475928473177,0.06052269601100413,0.07290233837689133,0.07702888583218707,0.0921595598349381,0.08940852819807428,0.0907840440165062,0.06052269601100413,0.030261348005502064,0.015130674002751032,0.012379642365887207,0.12121212121212122,0.15488215488215487,0.11952861952861953,0.12457912457912458,0.1127946127946128,0.15656565656565657,0.09932659932659933,0.030303030303030304,0.05555555555555555,0.025252525252525252,0.1500815660685155,0.6264274061990212,0.03915171288743882,0.18433931484502447
27,27,Gillams,Newfoundland and Labrador,410,Gillams,410,0.4939759036144578,0.5060240963855421,0.609375,0,0,0,0.390625,0,0.047619047619047616,0.07142857142857142,0.05952380952380952,0.03571428571428571,0.047619047619047616,0.03571428571428571,0.05952380952380952,0.05952380952380952,0.07142857142857142,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05952380952380952,0.047619047619047616,0.03571428571428571,0.023809523809523808,0.011904761904761904,0.12307692307692308,0.16923076923076924,0.16923076923076924,0.18461538461538463,0.12307692307692308,0.12307692307692308,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.21818181818181817,0.6,0.03636363636363636,0.14545454545454545
28,28,Massey Drive,Newfoundland and Labrador,1630,Massey Drive,1630,0.5,0.5,0.754601226993865,0,0,0,0.24539877300613497,0,0.05521472392638037,0.07975460122699386,0.06441717791411043,0.0736196319018405,0.06748466257668712,0.0705521472392638,0.06134969325153374,0.0950920245398773,0.08282208588957055,0.08895705521472393,0.09202453987730061,0.06441717791411043,0.046012269938650305,0.02147239263803681,0.012269938650306749,0.015337423312883436,0.006134969325153374,0.003067484662576687,0.099601593625498,0.10756972111553785,0.11553784860557768,0.11155378486055777,0.10756972111553785,0.16334661354581673,0.16334661354581673,0.055776892430278883,0.06374501992031872,0.01195219123505976,0.13409961685823754,0.578544061302682,0.034482758620689655,0.25287356321839083
29,29,Corner Brook,Newfoundland and Labrador,19810,Corner Brook,19810,0.4758899267861651,0.5241100732138348,0.702853364252328,0,0.003108003108003108,0.009842009842009843,0.283160621761658,0.001036001036001036,0.041140837960625946,0.043160020191822315,0.044926804644119134,0.05224634023220596,0.06309944472488642,0.05401312468450278,0.05376072690560323,0.05401312468450278,0.056789500252397776,0.06587582029278143,0.07849570923775871,0.08253407370015144,0.08152448258455326,0.0729429581019687,0.053003533568904596,0.04063604240282685,0.03104492680464412,0.030792529025744572,0.12488436632747456,0.18840579710144928,0.1711378353376503,0.1332099907493062,0.10946654332408264,0.12457600986740672,0.07123034227567067,0.025901942645698426,0.036386062288004936,0.014801110083256245,0.1916990146312332,0.6303374141534787,0.0212003583159152,0.15676321289937295
30,30,Humber Arm South,Newfoundland and Labrador,1600,Humber Arm South,1600,0.49221183800623053,0.5077881619937694,0.46875,0,0,0,0.53125,0,0.03459119496855346,0.03773584905660377,0.059748427672955975,0.0440251572327044,0.050314465408805034,0.05345911949685535,0.04716981132075472,0.05345911949685535,0.06918238993710692,0.09433962264150944,0.09119496855345911,0.0880503144654088,0.09433962264150944,0.07861635220125786,0.0440251572327044,0.03459119496855346,0.018867924528301886,0.006289308176100629,0.1111111111111111,0.2111111111111111,0.16296296296296298,0.15555555555555556,0.12962962962962962,0.11481481481481481,0.05555555555555555,0.011111111111111112,0.037037037037037035,0.011111111111111112,0.34545454545454546,0.5854545454545454,0.01818181818181818,0.05090909090909091
31,31,McIvers,Newfoundland and Labrador,540,McIvers,540,0.49074074074074076,0.5092592592592593,0.5891472868217054,0,0,0,0.4108527131782946,0,0.02830188679245283,0.05660377358490566,0.03773584905660377,0.07547169811320754,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.05660377358490566,0.05660377358490566,0.08490566037735849,0.11320754716981132,0.09433962264150944,0.07547169811320754,0.10377358490566038,0.0660377358490566,0.03773584905660377,0.009433962264150943,0.009433962264150943,0.15730337078651685,0.20224719101123595,0.21348314606741572,0.14606741573033707,0.12359550561797752,0.0898876404494382,0.0449438202247191,0.011235955056179775,0.011235955056179775,0,0.39090909090909093,0.5545454545454546,0,0.05454545454545454
32,32,Meadows,Newfoundland and Labrador,630,Meadows,630,0.504,0.496,0.5454545454545454,0,0,0,0.45454545454545453,0,0.03225806451612903,0.04032258064516129,0.024193548387096774,0.04032258064516129,0.056451612903225805,0.056451612903225805,0.04838709677419355,0.03225806451612903,0.056451612903225805,0.06451612903225806,0.12096774193548387,0.08064516129032258,0.08064516129032258,0.08064516129032258,0.0967741935483871,0.04032258064516129,0.024193548387096774,0.024193548387096774,0.12244897959183673,0.19387755102040816,0.1836734693877551,0.14285714285714285,0.15306122448979592,0.09183673469387756,0.061224489795918366,0.01020408163265306,0.030612244897959183,0.01020408163265306,0.28125,0.6041666666666666,0.020833333333333332,0.09375
33,33,Hughes Brook,Newfoundland and Labrador,255,Hughes Brook,255,0.52,0.48,0.5609756097560976,0,0,0,0.43902439024390244,0,0.05660377358490566,0.07547169811320754,0.05660377358490566,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.09433962264150944,0.11320754716981132,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.05660377358490566,0.07547169811320754,0.018867924528301886,0,0.018867924528301886,0,0.075,0.15,0.15,0.125,0.15,0.15,0.125,0.025,0.05,0,0.15625,0.78125,0,0.0625
34,34,Irishtown-Summerside,Newfoundland and Labrador,1415,Irishtown-Summerside,1415,0.49469964664310956,0.5053003533568905,0.6162361623616236,0,0,0.007380073800738007,0.3763837638376384,0,0.03859649122807018,0.04912280701754386,0.042105263157894736,0.0456140350877193,0.04912280701754386,0.05263157894736842,0.056140350877192984,0.042105263157894736,0.06666666666666667,0.08421052631578947,0.06666666666666667,0.09473684210526316,0.08070175438596491,0.08070175438596491,0.06315789473684211,0.028070175438596492,0.028070175438596492,0.031578947368421054,0.11160714285714286,0.19196428571428573,0.20089285714285715,0.14285714285714285,0.10714285714285714,0.11607142857142858,0.0625,0.022321428571428572,0.03571428571428571,0.008928571428571428,0.20253164556962025,0.7046413502109705,0.029535864978902954,0.06329113924050633
35,35,Mount Moriah,Newfoundland and Labrador,745,Mount Moriah,745,0.49664429530201343,0.5033557046979866,0.6577181208053691,0,0,0,0.3422818791946309,0,0.0392156862745098,0.0392156862745098,0.06535947712418301,0.0784313725490196,0.0457516339869281,0.0457516339869281,0.0457516339869281,0.0457516339869281,0.0915032679738562,0.0784313725490196,0.0915032679738562,0.08496732026143791,0.0915032679738562,0.05228758169934641,0.0392156862745098,0.026143790849673203,0.032679738562091505,0.006535947712418301,0.12295081967213115,0.16393442622950818,0.19672131147540983,0.16393442622950818,0.12295081967213115,0.11475409836065574,0.06557377049180328,0.01639344262295082,0.02459016393442623,0.00819672131147541,0.24031007751937986,0.6744186046511628,0.03875968992248062,0.046511627906976744
36,36,Lot 49,Prince Edward Island,1095,Lot 49,1095,0.5114155251141552,0.4885844748858447,0.9405973775711114,0,0,0.0502283105022831,0.009174311926605505,0,0.05555555555555555,0.07407407407407407,0.05555555555555555,0.041666666666666664,0.06481481481481481,0.046296296296296294,0.06018518518518518,0.05092592592592592,0.06944444444444445,0.0787037037037037,0.09722222222222222,0.06944444444444445,0.08333333333333333,0.06018518518518518,0.041666666666666664,0.032407407407407406,0.013888888888888888,0.004629629629629629,0.11494252873563218,0.16091954022988506,0.15517241379310345,0.14942528735632185,0.13218390804597702,0.14942528735632185,0.08045977011494253,0.017241379310344827,0.028735632183908046,0.011494252873563218,0.15083798882681565,0.6480446927374302,0.027932960893854747,0.17318435754189945
37,37,Lot 48,Prince Edward Island,2045,Lot 48,2045,0.5024390243902439,0.4975609756097561,0.9511002444987775,0.004889975550122249,0.004889975550122249,0.012224938875305624,0.02689486552567237,0,0.06862745098039216,0.08088235294117647,0.06862745098039216,0.061274509803921566,0.04411764705882353,0.04656862745098039,0.05392156862745098,0.0784313725490196,0.08088235294117647,0.0784313725490196,0.0784313725490196,0.07352941176470588,0.05392156862745098,0.058823529411764705,0.031862745098039214,0.0196078431372549,0.012254901960784314,0.00980392156862745,0.11612903225806452,0.15483870967741936,0.12580645161290321,0.15806451612903225,0.12580645161290321,0.15806451612903225,0.0935483870967742,0.01935483870967742,0.03870967741935484,0.00967741935483871,0.153125,0.65625,0.025,0.165625
